"text","label"
"Swap sa life ko pagod na","possible suicidal post"
"sige pakain ka lang sa lungkot","non-suicide"
"bitin kainis hahahaha","non-suicide"
"okay so nagsabay meeting ng dalawa kong org san kaya ako pupunta?","non-suicide"
"productive day, napuntahan ko pareho","non-suicide"
"sasayaw na naman para sa grades tangina naman","non-suicide"
"Ang bigat sa pakiramdam naman","possible suicidal post"
"Hindi kakayanin ng scatter tong lungkot na to","possible suicidal post"
"Buhay pa ba to?","possible suicidal post"
"please lang, pinatay isa kong bias","possible suicidal post"
"is he alive? ??????","possible suicidal post"
"singing makes me calm talaga","non-suicide"
"best president ever daw shet","non-suicide"
"its study time!!!","non-suicide"
"to si Pitang bestfriend pa kunwari ako pero crush niya talaga ko","non-suicide"
"I feel so free","non-suicide"
"I regret being attached to someone i barely know","possible suicidal post"
"Ang sakit taena di ako makahinga maayos","possible suicidal post"
"Eula paalam","possible suicidal post"
"Gusto ko kalimutan kaso biglang humirap","possible suicidal post"
"Pakiramdam ko emo ako HAHAHAHAHA","possible suicidal post"
"inom pa","non-suicide"
"you lie down late at night thinking about what could have been","non-suicide"
"ngayon lang talaga sa college natetest tong leadership skills ko ha","non-suicide"
"lets try something new","non-suicide"
"Seryoso, bastos kayo.","non-suicide"
"The darkness is overwhelming","possible suicidal post"
"sana pala talaga I didn’t force myself to be ready abt something I wasn’t sure just bcs I was pressured","possible suicidal post"
"thought it was gonna be worth taking the risk, guess what? turned out otherwise","possible suicidal post"
"itaga mo man sa bato last na ‘to, kung ‘di ko mapanindigan tagain niyo na lang ako","possible suicidal post"
"should’ve ended it no’ng una pa lang, now I am regretting everything","possible suicidal post"
"finally tapos na sa report!! ??","non-suicide"
"hirap ng buhay sa college. kala ko makakapag ipon ako","non-suicide"
"tayoy nabubuhay sa isang sistema","non-suicide"
"mag-aaral talaga ako bukas!!!!","non-suicide"
"netflix and chill.....dren?","non-suicide"
"Parang gusto ko mag star gazing sa tabing dagat habang may kausap","possible suicidal post"
"Need interactions from outside world","possible suicidal post"
"Kine-question ko na buong sarili ko kung ano purpose ko talaga","possible suicidal post"
"Hindi ko na iniisip kung magkakaroon ako magandang buhay o hindi","possible suicidal post"
"Walang mapag kwentuhan animal","possible suicidal post"
"luv is sooooo overrated","non-suicide"
"tangina neto wag mo ko kausapin","non-suicide"
"SUSPENDED","non-suicide"
"lakas ulan now anuna hehe","non-suicide"
"angelo sana magdala ka ng coffee hehe","non-suicide"
"Taenang utak yan bagal mag loading","possible suicidal post"
"Hindi ko alam kung dapat ko lang maramdaman to o hindi","possible suicidal post"
"Puro tulog nanaman ako ngayon, wala na bang ibang gagawin?","possible suicidal post"
"Medyo maaga tulog ko kagabi ah","possible suicidal post"
"No energy talaga","possible suicidal post"
"what a rollercoaster day","non-suicide"
"pag hinayaan ka, alam na","non-suicide"
"nakakatakot talaga pag may mabababaw na tao sa paligid ?? parang anytime pwedeng manakit charot","non-suicide"
"I barely attended my classes during shs and now Im still adjusting to this shitty sched","non-suicide"
"12 hours sa school ??","non-suicide"
"Gave you all I had and you tossed it in the trash","possible suicidal post"
"Gusto ko ng pahinga ??","possible suicidal post"
"sinasagad nyo talaga ako","possible suicidal post"
"malapit ng mapraning","possible suicidal post"
"Late na akeskes","possible suicidal post"
"ok pag-uwi mag-aaral ako","non-suicide"
"uy daming ganap hahahaha","non-suicide"
"nawawala talaga pagod ko whenever I see my mom or my girlfriend ??","non-suicide"
"yehey may wifi naaaa","non-suicide"
"isa na namang kahihiyan ??","non-suicide"
"Nobody notices how sad you are until it turns into anger ... now you crazy and need help","possible suicidal post"
"sabi na magcha-chat kuya eeeh, sorry na kuya poooy ??????","possible suicidal post"
"one of my toxic trait is that when im going through something, i tend to stop talking to everyone until im okay. when im okay ill start communicating again like nothing happened. its not me being off with you, i just deal things better when im alone.","possible suicidal post"
"Naisip ko lang, when you lose an emotional attachment to someone, youll start to see how ordinary they are.. and it is you and how you paint them inside your head that makes them special.","possible suicidal post"
"Minsan ba tinatamad ka rin makipagsocialize sa iba? Parang you dont have the same energy everyday to connect with others or even urself. These days you enjoy your own company, youre contented being alone with yourself & doing the things you love without someone elses presence.","possible suicidal post"
"wala talaga akong tiwala sa mga otw na yan tangina","non-suicide"
"I deserve walwal this weekend ?? Monday palang pagod na","non-suicide"
"Ill do better next time :((","non-suicide"
"college made me realize na bobo pala talaga ako","non-suicide"
"mag-audition na ba ko sa org? :(((","non-suicide"
"Pinapatay ko talaga sarili ko sa ginagawa ko GAHAHAHAHA","possible suicidal post"
"I have nothing to hide now. Such burden has finally been lifted away from me","possible suicidal post"
"Finally able to tell what Ive bottled up till now","possible suicidal post"
"The world is spinning once more but I can experience this anytime as were having the time of our lives","possible suicidal post"
"I really need to lose something before learning how to appreciate and not to let go","possible suicidal post"
"I miss performinggggggg ??","non-suicide"
"tangina paggising ko kalbo na ko ayoko na malasing hahahahaha","non-suicide"
"Ill do whatever I want","non-suicide"
"MONTH END OF JUNE 2023!!! ANG DAMING BINABALANSE HINDI PA AKO TAPOS SA SAVINGSSSSSS!!! ??","non-suicide"
"I miss myself 4 weeks ago. ?????","non-suicide"
"Living for expectations","possible suicidal post"
"A living disappointment","possible suicidal post"
"Hindi na nga kaya","possible suicidal post"
"Engineering stressful","possible suicidal post"
"Can’t think properly","possible suicidal post"
"yehey andami ma’am hehe","non-suicide"
"natawa ako habang nagrereport HAHAHAHA nag pop up messages ni kas????????","non-suicide"
"buti na lang mababait kids ko sa immersion","non-suicide"
"first monthly dump na walang pic with mama and arsen :(((","non-suicide"
"no one’s ever had me","non-suicide"
"i whisper “the fuck” to myself at least 20 times a day LMAO","possible suicidal post"
"bad idea talaga nagsasabi ng own decisions sa parents","possible suicidal post"
"nakakapagod itong araw na ituuu ??","possible suicidal post"
"hays monday nanaman katamad magworkl","possible suicidal post"
"lalo na pag rush kabilaan ang hirap din kaso di ko lang talaga ugali na magcomplain or whatsoever ?l","possible suicidal post"
"not like you","non-suicide"
"the guilt after mo sungit dahil naiirita ka sa init","non-suicide"
"gusto ko ng peace of mind at sandamakmak na pera","non-suicide"
"when hes the one saying “lets take a picture” >>>>>","non-suicide"
"DAGAAATTTT","non-suicide"
"Not stable to continue my journey in the future","possible suicidal post"
"Ang cold mo na sa akin","possible suicidal post"
"Dancing with life","possible suicidal post"
"Giving my best to thrive","possible suicidal post"
"I want to burst","possible suicidal post"
"buong hapon ko pinapakinggan TTPD, pag open ko tiktok double album pala?????","non-suicide"
"super duper ultra mega drained pagkatao ko now","non-suicide"
"ang dami raw naghahanap sa booth ko kanina, teka po hindi ko na alam kung babalik ba ako tom or what??????","non-suicide"
"born to cry over little things‚ forced to be strong independent woman","non-suicide"
"umiyak dahil sa piattos??","non-suicide"
"Too bored to do anything","possible suicidal post"
"My head hurts, I want to die","possible suicidal post"
"Does the time reset?","possible suicidal post"
"Putangina napanaginipan ko nanaman yung simbahan na nakakatakot amp","possible suicidal post"
"Im so tired, Im not going to try anymore","possible suicidal post"
"ang babait nila ateee?????? deserve po ang freebie niyo hihi","non-suicide"
"beads booth doneee!! kinayaaaa, thank you Lord!!","non-suicide"
"ang babait nila ate ihelp ako mag benta ng charms?? thank u po??","non-suicide"
"i need a new spine. i need longer hours of sleep. i need a fresh mind. actually, i need a new life.","non-suicide"
"isang araw na langgg makakapag pahinga na rin, laban yan bukas!!","non-suicide"
"grabe naman gumawa kuwento ang mga chismosaaaa ??????","possible suicidal post"
"me in my 20s with my 63 years old back pain","possible suicidal post"
"ang hirap din talaga pag andami mong boss na need sundin ??","possible suicidal post"
"in the first place, ano naman po ang power ko to decide? I’m just receiving orders but why I’m the one to blame ?","possible suicidal post"
"always the problem solver but in the end ako din pala ilalaglag pag nagkagipitan","possible suicidal post"
"book sale sa harbooorrr!!! grabe naiiyak ako sa dami at ganda ng books??","non-suicide"
"sakit ng paa ko sa kalalakad pero worth it siya ha ahwbehsu","non-suicide"
"day well spent!!","non-suicide"
"palong palo pa yung antok sa hapon kesa sa gabi e","non-suicide"
"badly need beach therapy","non-suicide"
"I know someday i will be mentally fine","possible suicidal post"
"Knock on your door to help me","possible suicidal post"
"Need tattoos to express my emotions","possible suicidal post"
"Students sa umaga, stress sa gabi","possible suicidal post"
"Being rude to release some problems on my life","possible suicidal post"
"15 hours of work??","non-suicide"
"beads umaga hanggang gabi, alas dos na pala?!??","non-suicide"
"gamit ko tapos pahirapan pa makuha pabalik??","non-suicide"
"nabuksan ko cabinet ko gamit gunting HAHAHWHEHS thank u Lord may inumin at pagkain ako??????","non-suicide"
"hindi ako nag dinner kagabi at lunch today bcos naiwan ko susi ng cabinets ko sa dorm so wala ko food e sis saktong pamasahe na lang pera ko oh??","non-suicide"
"Bigyan ko time sarili ko para maka recover sa ginawa mo","possible suicidal post"
"Want to hide my self from the society","possible suicidal post"
"Cannot handle the pressure","possible suicidal post"
"Hindi ko na alam gagawin ko sa buhay ko","possible suicidal post"
"Pagod na sa buhay ko araw araw ganito","possible suicidal post"
"inis sa bigayan ng tshirt, dinaig pa payout dalawang oras nakapila??","non-suicide"
"but effort kay sir kasi isa lang niya for 300+ students, pero sana nag distribution na lang sir??","non-suicide"
"oa ng 4am na fun run??","non-suicide"
"rush na report","non-suicide"
"tawang tawa ako sa tomorrow times together ni francine teh HAHAHAHAHA","non-suicide"
"tangina kasi bat wala akong silbi hahaahaha","possible suicidal post"
"puro reklamo walq naman ginagawa myghad","possible suicidal post"
"totoo pala yung confusing stage sa life after grad? or ako lang na tatanga tanga na may diploma pero kulang sa diskarte? Hahahaha","possible suicidal post"
"lunok pride tapos pikit matang sakripisyo,  saka kana ","possible suicidal post"
"tangina ngayon pa umiyakk animal hahahahahaha","possible suicidal post"
"just had the best day ever with my friends!","non-suicide"
"wdym rest day, it’s beads day????","non-suicide"
"Im just a girl (nagagalit pag mainit)","non-suicide"
"literal na dnd, dagat na dagat","non-suicide"
"10/10 ang iyak ko sa Rewind na yan ah??","non-suicide"
"??????","possible suicidal post"
"sana bukas wala na ako","possible suicidal post"
"hindi na ako kakain para mamatay na","possible suicidal post"
"tagal ni erhica alak na alak na ko","possible suicidal post"
"sarap sa feeling ng wala masyadong iniisip","possible suicidal post"
"2 hours biyahe Olongapo, inis??","non-suicide"
"so busy abt the event, may exam pala ako today. wtf dear","non-suicide"
"sabi ko na nga bang hindi kakayanin ng one day ang prep, pero kaya naman pala HAHABS","non-suicide"
"one day break is indeed exhausting??","non-suicide"
"hahwhs binayad agad","non-suicide"
"I was about to say I cant understand why people would delete pictures of them with a person but then I realized it is for their peace of mind","possible suicidal post"
"The world saw I was sleep deprived kaya pinatayan niya ng kuryente for an hour para mabawi ko tulog ko","possible suicidal post"
"Missing someone yet not wanting to see them ever is really possible huh","possible suicidal post"
"My biggest ?? is that i’ve normalised silent treatment when im not in mood for a talk. i don’t really know how to express my feelings especially when im sad and hurt. i only talk to myself in my head about how i feel all the time.","possible suicidal post"
"Youre worthy of my love, blood and sweat again","possible suicidal post"
"humingi ako tissue sa crew ng jollibee kahapon, sabi ko kahit ilan tapos pagbalik ni kuya gabundok na tissue dala niya??????","non-suicide"
"infographics done??","non-suicide"
"400+ pictures today HAHAHS palong palo phone ko??","non-suicide"
"first event na inattendan ni dear?????","non-suicide"
"nabudol ko si mama bumili ng shoes niya, tas ako rin nagpabili HAHAHQHQHW","non-suicide"
"pano ba iignore yung ugali ng tatay ko na tuwing gabi nagttransform ng kakaiba HAHAHA","possible suicidal post"
"gusto ko na humimlay pls lang","possible suicidal post"
"anliit lang ng problema ko pero nagpapalamon na nanaman ako","possible suicidal post"
"kasalanan mo","possible suicidal post"
"sakit na ng katawan ko sa pagiging tambay myghad","possible suicidal post"
"perfect ang bonding namin ni mama kahapon????","non-suicide"
"binasic ni ate ang exam HAHSHSH saya ko sa part na balance siya from journal to adjusting entries??","non-suicide"
"supposed 3hrs exam nagawa ko in 1hr??","non-suicide"
"review ko: 5minutes   pahinga ko: secret baka kilala nyo","non-suicide"
"HAHAHAHW inis sa exam ng STS kanina sabi ko na lang sa sarili ko “kaya to ng subconscious ko” kasi pinasadahan ko lang ng basa yung reviewer??","non-suicide"
"Binibigyan na sign para mag give up","possible suicidal post"
"sana makapahinga :((","possible suicidal post"
"what a tiring day","possible suicidal post"
"drained in a way i can never tell","possible suicidal post"
"Need somebody to stitch my heart","possible suicidal post"
"subconscious part ng exam sa STS HAHAHSH wala lang inside joke??","non-suicide"
"aaaaaaaaaaaaaa miss ko na carl henry ko??","non-suicide"
"Stay positive ka-Bio! Study hard, you will pass the midterm examination.","non-suicide"
"been taking lots of pictures recently, i can say nagbabalik ang happiness ko with myself??","non-suicide"
"apaka supportive ng 1B isali ako sa pageant for women’s month, kaso officer ako e??","non-suicide"
"Kakayanin paba para bukas","possible suicidal post"
"Im just constantly regretting how stupid Ive been as I play again after so long","possible suicidal post"
"I guess trying to see things in a positive way has been my another way of coping huh","possible suicidal post"
"Its always the kind souls that gets the worst treatment","possible suicidal post"
"I just know somethings wrong when everybody around me keeps telling me theyre gonna be productive this summer ??","possible suicidal post"
"rainy nights remind me of the day we first met","non-suicide"
"yuh i-postpone niyo lahat ng exam this week mga dear gooww","non-suicide"
"i love you ","non-suicide"
"can never really tell that pre menstrual syndromes are real until you experience it??","non-suicide"
"sunday = cram day","non-suicide"
"Ayaw ko na","possible suicidal post"
"Ayaw ko na dito sa world","possible suicidal post"
"Give a sign to live","possible suicidal post"
"Live to the emptiness","possible suicidal post"
"Isa nalang talaga aalis na sa katawan","possible suicidal post"
"dami pala quizzes and activities to be passed this week??","non-suicide"
"buti na lang may wifi sa bus, makakajoin sa meet?????","non-suicide"
"best monthsary date????","non-suicide"
"yeheeeyyy thank u so much Lord??","non-suicide"
"si ading ko pinapabili ng juice ni fatty tas nagpapasama sakin, kako ayawq HAHAHA sabi niya saken “teh gusto mo candy?” HAHAHAAHAH??????","non-suicide"
"haba ng sleep ko, pero sto ko nalang ulit matulog.","possible suicidal post"
"Choice of words is really important","possible suicidal post"
"wanna be better.","possible suicidal post"
"wala na","possible suicidal post"
"“may nilolowkey kana siguro” oo, mga problema at hinanakit ko sa buhay","possible suicidal post"
"candy pang convince niya sa akin bumili HAHAHWHW cute??","non-suicide"
"dumating na rin lahat yehey??????","non-suicide"
"ate yung lamesa ko puno na ng parcels??? when iuunbox yan","non-suicide"
"shopee ko kagabi 7pm na dumating??","non-suicide"
"TWITTER KUMAPIT KA WAG KANG MAGLOLOGOUT PLS ANG DAMI KONG ACCOUNT DI KO ALAM PASSWORD NUNG IBA","non-suicide"
"these past few days and until now i always said tinatamad ako every time na may pinapagawa at may gagawin dapat ako, but i knew deep down its not about laziness. i lost all my motivation to do anything in my life. i dont have the energy to do anything for myself.","possible suicidal post"
"stuck between “magreresign na ko o hindi”. Parang di na kasi worth i","possible suicidal post"
"wala ako magets bwesit hahahaha","possible suicidal post"
"grabe suko na ko talaga hahahaha","possible suicidal post"
"pero may video call parin ng parents HAHAHAHA","possible suicidal post"
"nu ginawa sa dorm? Matulog","non-suicide"
"dami ko pala gagawin at irereview, buti na lang may event sa tuesday","non-suicide"
"grwm at issy?!?! hindi ko na kaya pls magccheck out na??","non-suicide"
"sana wala akong maicheck out sa 3.3 sale dahil pls i have so many pa parating??","non-suicide"
"inang tiktok to puro damit, bag, make up pinapakita?? ito na nga oorder na oh?","non-suicide"
"pano naman yung mga nagpasa lang? Haha ang unfair naman baka mas nangangailangan pa yung ibang mga bata e","possible suicidal post"
"To much pressure sa life","possible suicidal post"
"Broken again","possible suicidal post"
"Need some place to relax","possible suicidal post"
"Finding a real home to be happy","possible suicidal post"
"ATEEEE TAMA NA INUUBOS NIYO PERA KO WALA PA 3.3 SALE??????","non-suicide"
"cute liit nanaman ng nails ko??","non-suicide"
"march na pala bukas, edi iloveyou so march","non-suicide"
"kala ko pa naman safe ako from that “allergy month” ko every january, tangina nadelay lang pala","non-suicide"
"lucky to have such amazing parents, ily mami and papz??","non-suicide"
"Halos lahat ng napagusapan namin pumasok sa panaginip ko","possible suicidal post"
"Sabi ko matutulog nako kaso pagpikit ko naalala ko mga pinagsisisihan ko dati","possible suicidal post"
"I have fallen inlove on death.","possible suicidal post"
"20 years later: I want to die","possible suicidal post"
"I am the worst","possible suicidal post"
"so many things happening and i can’t catch uuuppp","non-suicide"
"ba-babaero tugtugan pero nakangiti?! pogi kasi kapag kinakanta ni Carl e HAHAHWHHS","non-suicide"
"yepyepyep, that’s how you lose the girl","non-suicide"
"family dinner????","non-suicide"
"aaaaaa 1pm nanaman nagising??","non-suicide"
"pahinga naman sana","possible suicidal post"
"Inom nalang","possible suicidal post"
"I cant find any reason to keep trying","possible suicidal post"
"papahinga muna yung delulu, gudnyt","possible suicidal post"
"last na ‘to, u know what u did, end of discussion.","possible suicidal post"
"happy fiesta <<< relapse","non-suicide"
"nagsabi ako ng nararamdaman ko tapos ang sagot ganon? mas may pake pa na nadamay yung ginamit kong example lang kesa sakin e","non-suicide"
"medyo powerful ang lungkot ngayon","non-suicide"
"standard","non-suicide"
"at least im tryinggg. at least im trying. at least im trying. im trying. im trying. at LEASTTTT im trying....","non-suicide"
"Late night walks to clear my mind","possible suicidal post"
"Releasing my emotions on tweets","possible suicidal post"
"Alive but can't live a life","possible suicidal post"
"Everybody's rude","possible suicidal post"
"Bat pag ako mali.","possible suicidal post"
"hev abi na lang sana?????","non-suicide"
"nakakagalit pls lang it’s 4am!!!!!!","non-suicide"
"very considerate hahebs labyu","non-suicide"
"ma’am fershie sa basic accounting HAHAHAHA","non-suicide"
"gentlewoman dumpling bag?!?! aaaaaaaaa gusto ko yon??","non-suicide"
"kakaupo ko lang tangina batugan nanaman tingin sakin, pati  trabaho ko sinumbat na, wala dae palang mangyayare sa buhay ko","possible suicidal post"
"ako nanamn nakita grr, potangina naman talagang buhay to","possible suicidal post"
"Pinakaselfish na nakilala kong tao. Walang mintis, akala mo ikakayaman yung ego at pride","possible suicidal post"
"kung di mo alam essence ng ramadam wag mong gawin","possible suicidal post"
"mag fafasting ka ganyan ugali mo, wag nalang pls lang","possible suicidal post"
"12 hours tulog??? nyare naman sayo ate??","non-suicide"
"akala pa ni carl nagbbeads ako kaya wala ako chat HAHAAHA TULOG","non-suicide"
"muntik pa di makasali sa online class ng major wtfff","non-suicide"
"hindi na siya tumigil kaka beads haul niya HAHAHHA","non-suicide"
"“akala ko ba magtitipid kana” maintindihan mo sanang di pa ako handa","non-suicide"
"pag iniisip ko talaga sitwasyon ko nanlulumo ako, kahit ako hindi ko alam pano ko kinakaya hahahahaha ","possible suicidal post"
"mas lalo lang talaga ako nawawalan ng gana sayo","possible suicidal post"
"whenever im ready to step forward, something always pull me backwards..","possible suicidal post"
"layo layo muna ulit sa lahattt","possible suicidal post"
"ano bang mahirap intindihin sa ayaw nga","possible suicidal post"
"2am tapos na journal, ledger and trial balance??","non-suicide"
"lagi mo nalang pinapasama loob ko, ayos yan","non-suicide"
"cutie ng namake ko na charms ngayon hehe","non-suicide"
"Unpopular opinion but busy days are the best days, you might be tired and stressed but atleast you were not overthinking and sad all day","non-suicide"
"nakailang cancel ako pero sure na po siya yan HAHAHSH","non-suicide"
"AAAAAAAAAAAAAAAA mood swings malala","possible suicidal post"
"bro is in heaven","possible suicidal post"
"nakita mo ko umiyak the first time may nangyaring ganon, tapos gagawin mo sa akin as a ‘prank’? bullshit sa totoo lang??","possible suicidal post"
"pariwara awud","possible suicidal post"
"kapagod ang everything","possible suicidal post"
"minsan baby ko siya minsan tropa madalas kaaway","non-suicide"
"fuck being a stranger","non-suicide"
"FEMALE RAGE is pretending to not be upset about something you have every right to be upset about","non-suicide"
"oh tangina February 3 na, nagmamadali? nagmamadali????","non-suicide"
"trauma LITERALLY changes how our brains function yet people are really out here saying, “just let go of your past” OK LMAO","non-suicide"
"May paniniwala din naman ako, PERO YUNG SAKIN ay yung mga nananakit ng hayop yun yung mas minamalas sa buhay.","possible suicidal post"
"nakakalungkot naman pati yung aso ko sinisisi na ng kamalasan sa buhay hayss wat kind of belief iz dat hahaha","possible suicidal post"
"hanggang ngayon gusto parin ipadispose ni papa yung aso ko, masakit yan pa basta yung mga manok mo rin haha","possible suicidal post"
"kita ko na version ko pag tanda ko Hahahahaha","possible suicidal post"
"mas malala pa iyak ko kila tita ko akala mo ako yung anak ni lola ko","possible suicidal post"
"me sa iba: ??????????   me sa anak mo tita: ????????????","non-suicide"
"ano raw ang mas nakakatakot lolz syempre academic failure","non-suicide"
"“may nagugustuhan ka na ba sa room niyo?” oo, may gusto ng birahin","non-suicide"
"natawa lang ako, mababait po mga kablock ko??","non-suicide"
"yehey nakahanap ng tamang daddy ang mga pingu, panda at puppy ko","non-suicide"
"ang hirap naman ng adulting huhuhu balik nyo ko sa pagkabataa","possible suicidal post"
"good decision ba talags ns nasa bahay ako magrereview para board exam ko????  tangina hahahahaha","possible suicidal post"
"ang hirap magrevieww sa bahayy huhuhu","possible suicidal post"
"ayaw na ayaw ko talaga sa ospital huhu","possible suicidal post"
"bat sakto alas tres huhu bukas nalang hahahaha","possible suicidal post"
"isa pa ngayong gabi, babalik na ko Iba","non-suicide"
"want foods","non-suicide"
"sakit","non-suicide"
"hirap maghanap ng dataset","non-suicide"
"gusto ko pizza, chicken, fries, iced coffee??","non-suicide"
"Why did you replace meee????","possible suicidal post"
"Sana maging okay din ako balang araw","possible suicidal post"
"Piliin muna sarili for mental health","possible suicidal post"
"Midterm equals breakthrough again?","possible suicidal post"
"I wonder whens my turn","possible suicidal post"
"want fries","non-suicide"
"nakakahilo ang init","non-suicide"
"ikakamatay ko yang research, tas dagdag pa yang instructors","non-suicide"
"makamatay ang init","non-suicide"
"hirap maging babae","non-suicide"
"Sunset will always be my favorite goodbye.","possible suicidal post"
"baka nga kinakausap lang tayo kasi alam nilang palage tayong available for them ??","possible suicidal post"
"Giving my life to you lord","possible suicidal post"
"Give me some attention and love","possible suicidal post"
"Shattered emotions","possible suicidal post"
"blue skiesss~","non-suicide"
"love loveee","non-suicide"
"mukbangggg","non-suicide"
"sakit ng likod ko naman, tumatanda na talaga hays","non-suicide"
"last week naman na??","non-suicide"
"I want you to stay but you disappeared","possible suicidal post"
"Broken tears falling","possible suicidal post"
"Failure as a person","possible suicidal post"
"Promises to be broken again","possible suicidal post"
"I would not says a word to you again","possible suicidal post"
"talaga ba?","non-suicide"
"konti pa keri pa to","non-suicide"
"makakagraduateeeeee!!!","non-suicide"
"bigat niyo","non-suicide"
"jam lagdameo familiar yung surname nasa cls ba ito? need qna mag reread. Pero tanginamo Jam fuckyouuuuu","non-suicide"
"Sabi ko matutulog nako kaso pagpikit ko naalala ko mga pinagsisisihan ko dati","possible suicidal post"
"I have fallen inlove on death.","possible suicidal post"
"20 years later: I want to die","possible suicidal post"
"I am the worst","possible suicidal post"
"Frustrated","possible suicidal post"
"lunes naba talaga bukas‚ baka april fools lang yan ah","non-suicide"
"me na binasa ang ud kahit umiikot ang mundo","non-suicide"
"after holy week, balik holy shit nanaman.","non-suicide"
"ganda ko sa mirror niyo ky HAHAHAHAHAHA","non-suicide"
"curfew curfew??","non-suicide"
"baon sa utang realquick HAHAHAHAHA","possible suicidal post"
"tae ba ito ng buhay HAHAHAHA trial and error","possible suicidal post"
"hays potangina talaga hahahahaha","possible suicidal post"
"one of the most stupid decisions na nagawa ko sa buhay ko hshshshsh","possible suicidal post"
"di ko masikmura sumabay umuwi sa inyo sa ganung pananalita nyo sa mama ko tangina nyo hahahahaha","possible suicidal post"
"life is better kapag nagkaroon ako ng digicam","non-suicide"
"matitiis ko yung gutom, pero yung walang pera hindi","non-suicide"
"tama na ang pagtatalo sa tinola at sinigang, pero gets niyo ba ako dito???????? likeeee……","non-suicide"
"HAHAHAHAHAHAHA mga tirada mo ryuji eh no","non-suicide"
"Reasons why I hate telling things dahil its either you have something negative to say o kaya naman ay papakealaman mo hahahahaha need lang ng guidance hindi ganiyan.","non-suicide"
"pano yung focus","possible suicidal post"
"ang ingay sa bahay myghad","possible suicidal post"
"Kelan ka ba maiintindihan ng mga taong close minded, selfish at manipulative?? Kapag patay kana siguro may 25% chance lol","possible suicidal post"
"tangina nilulunok ko pride ko, gjnagawa ko lahat at binibigay ko yung dapat na para sakin lang kahit walang matira sakin tapos potangina tingin nyo sakin sino sino nalang??","possible suicidal post"
"sabi ko sa inyo wag nyo ubusin pasensya ko e tangina hindi ako robot","possible suicidal post"
"tagal mag online ni mommy. sa kaniya nalang me magsabi bosit na bahay to","non-suicide"
"my coping mechanism is touching my id lace when i’m walking alone.","non-suicide"
"mag rereview pala","non-suicide"
"“enjoy your long weekend” ??????","non-suicide"
"may mga instructor talaga na hindi dapat naging guro","non-suicide"
"buti na lang binigyan ako ng ugaling kapag hinayaan ako, hinahayaan ko din","possible suicidal post"
"becoming more silent these days","possible suicidal post"
"so tired po","possible suicidal post"
"u wont find the same person twice, not even in the same person.","possible suicidal post"
"love >> anger","possible suicidal post"
"“pano mo nakuha sagot” trust your instincts lang","non-suicide"
"stock knowledge + familiar to ah = bagsak.","non-suicide"
"narerealize ko na lang talaga na mali yung answer ko kapag tapos na","non-suicide"
"grade conscious na tamad (me)","non-suicide"
"ricky batumbakal baka gusto mong umuwi??","non-suicide"
"Fck this world I'm out","possible suicidal post"
"OML did I seriously wait for a file whose download speed is just 50kbps to finish? What a patience you have, proud of you","possible suicidal post"
"As a character had said, we all make mistakes, what matters the most is what we do next, but in my opinion, your past still reflects who you are in some aspects and you can never erase that","possible suicidal post"
"My eyes are raining","possible suicidal post"
"Need somebody to stitch my heart","possible suicidal post"
"te j wala na akong pasok simula bukas ehem NJSD update cutiee","non-suicide"
"ikalma mo, kyla","non-suicide"
"tinanggal na pala ni ate j ibang hl niya sa ig??","non-suicide"
"holding it together kasi di ko pa nakikitang magmakaawa at maghabol si ryuji ??","non-suicide"
"akala nyo ba madali ibudget tong pasensya ko?","non-suicide"
"grabe naman yung init jusmiyo sarap magbabad sa tubig lang hays","possible suicidal post"
"wala ako sa mood makipagplastikan today, gusto ko lang matulog","possible suicidal post"
"tatay ko naman magsisimba nalang napakadami pang mga panget na  salitang lumalabas sa bibig hays","possible suicidal post"
"anong sense?? nonsense lol","possible suicidal post"
"Yung tatay ko halos hindi na makahinga kakaubo tapos ngayon nagyoyosi nalang amp, kahit kelan di talaga di makikita yung sakripisyo ng nanay ko.","possible suicidal post"
"nanghihina, wala na me pera","non-suicide"
"pogi panangga????","non-suicide"
"natatanging paraan para magsitigil mga lonely people ba i2","non-suicide"
"late na naman to bukas. Napaka aga","non-suicide"
"nag crave sa carbonara","non-suicide"
"dnd me bye","possible suicidal post"
"kpaYn","possible suicidal post"
"hayss potangina nakagraduate nga pero wala parin naman kwenta :))","possible suicidal post"
"pressure","possible suicidal post"
"puro reklamo si tanga","possible suicidal post"
"dunno if lipat pa me huhu","non-suicide"
"sayang muntikan mag suntukan kanina","non-suicide"
"sarap tuloy mag post ng mga old pics","non-suicide"
"now lang me naka encounter backstabber na lalaki","non-suicide"
"anlala ampota, lalakas mag tampo hui ilang months palang tayo magkakasama","non-suicide"
"gusto ko peace of mind kaso life is full of shit talaga","possible suicidal post"
"everythings too much","possible suicidal post"
"nakakapagod paulit ulit nalang","possible suicidal post"
"but how can u really let go of that someone whos not even urs to hold in the first place?","possible suicidal post"
"nothing could kill me like YOU do.","possible suicidal post"
"stop na namimiss ko lang lalo si eren","non-suicide"
"pointers to review ni nhel nakakalula huhu andami","non-suicide"
"papa literal na mang gugulat haahaha","non-suicide"
"ilang oras ko lang sinuot black shoes noong thurs di na maalis hapdi sa mga daliri ko sa paa","non-suicide"
"Attitude now, habol later","non-suicide"
"the process of trying so hard to carry urself back up agn, bcoz ure going thru the same shit uve thought ull never get to experience agn.","possible suicidal post"
