,Unnamed: 0,text,label,Translated Text,Cleaned Text
1327,1327,"pag iniisip ko talaga sitwasyon ko nanlulumo ako, kahit ako hindi ko alam pano ko kinakaya hahahahaha ",possible suicidal post,"when I really think about my situation I get depressed, even I don't know how I can handle it hahahahaha",really think situation get depress even not know how handle hahahahaha
1328,1328,mas lalo lang talaga ako nawawalan ng gana sayo,possible suicidal post,I'm really losing my appetite for you even more,really lose appetite even more
1329,1329,"whenever im ready to step forward, something always pull me backwards..",possible suicidal post,"whenever im ready to step forward, something always pull me backwards..",whenever im ready step forward something always pull backwards
1330,1330,layo layo muna ulit sa lahattt,possible suicidal post,away from everything again,away everything
1331,1331,ano bang mahirap intindihin sa ayaw nga,possible suicidal post,what's so hard to understand for those who don't want to?,what hard understand who not want
1332,1332,"2am tapos na journal, ledger and trial balance??",non-suicide,"2am finished journal, ledger and trial balance??",finish journal ledger trial balance
1333,1333,"lagi mo nalang pinapasama loob ko, ayos yan",non-suicide,"You always make me feel bad, that's fine",always make feel bad fine
1334,1334,cutie ng namake ko na charms ngayon hehe,non-suicide,the charms I made today are cutie hehe,charm make today cutie hehe
1335,1335,"Unpopular opinion but busy days are the best days, you might be tired and stressed but atleast you were not overthinking and sad all day",non-suicide,"Unpopular opinion but busy days are the best days, you might be tired and stressed but atleast you were not overthinking and sad all day",unpopular opinion busy day best day might tire stress atleast not overthinking sad all day
1336,1336,nakailang cancel ako pero sure na po siya yan HAHAHSH,non-suicide,I canceled a few times but it's definitely him HAHAHSH,cancel few time definitely hahahsh
1337,1337,AAAAAAAAAAAAAAAA mood swings malala,possible suicidal post,AAAAAAAAAAAAAAA mood swings malala,aaaaaaaaaaaaaaa mood swing malala
1338,1338,bro is in heaven,possible suicidal post,bro is in heaven,bro heaven
1339,1339,"nakita mo ko umiyak the first time may nangyaring ganon, tapos gagawin mo sa akin as a ‘prank’? bullshit sa totoo lang??",possible suicidal post,"you saw me cry the first time something like that happened, then you're going to do it to me as a 'prank'? bullshit really??",saw cry first time something like happen go prank bullshit really
1340,1340,pariwara awud,possible suicidal post,advertising awud,advertising awud
1341,1341,kapagod ang everything,possible suicidal post,everything is tired,everything tire
1342,1342,minsan baby ko siya minsan tropa madalas kaaway,non-suicide,"Sometimes he is my baby, sometimes he is a troop, often an enemy",sometimes baby sometimes troop often enemy
1343,1343,fuck being a stranger,non-suicide,fuck being a stranger,fuck stranger
1344,1344,FEMALE RAGE is pretending to not be upset about something you have every right to be upset about,non-suicide,FEMALE RAGE is pretending to not be upset about something you have every right to be upset about,female rage pretend not upset something every right upset
1345,1345,"oh tangina February 3 na, nagmamadali? nagmamadali????",non-suicide,"oh well it's February 3rd, are you in a hurry? in a hurry????",oh well february rd hurry hurry
1346,1346,"trauma LITERALLY changes how our brains function yet people are really out here saying, “just let go of your past” OK LMAO",non-suicide,"trauma LITERALLY changes how our brains function yet people are really out here saying, “just let go of your past” OK LMAO",trauma literally change how brain function yet people really out say let go past ok lmao
1347,1347,"May paniniwala din naman ako, PERO YUNG SAKIN ay yung mga nananakit ng hayop yun yung mas minamalas sa buhay.",possible suicidal post,"I also have a belief, BUT MINE is that those who hurt animals are the ones who are looked down upon the most in life.",also belief mine who hurt animal one who look down upon most life
1348,1348,nakakalungkot naman pati yung aso ko sinisisi na ng kamalasan sa buhay hayss wat kind of belief iz dat hahaha,possible suicidal post,It's sad that even my dog ​​is being blamed for the bad luck in life hayss wat kind of belief iz dat hahaha,sad even dog blame bad luck life hays wat kind belief iz dat hahaha
1349,1349,"hanggang ngayon gusto parin ipadispose ni papa yung aso ko, masakit yan pa basta yung mga manok mo rin haha",possible suicidal post,"until now, dad still wants to dispose of my dog, it's still painful as long as it's your chickens too haha",dad still want dispose dog still painful long chicken haha
1350,1350,kita ko na version ko pag tanda ko Hahahahaha,possible suicidal post,I'll see my version when I sign Hahahahaha,see version sign hahahahaha
1351,1351,mas malala pa iyak ko kila tita ko akala mo ako yung anak ni lola ko,possible suicidal post,I cried even worse because my aunt thought I was my grandmother's daughter,cry even bad because aunt think grandmother daughter
1352,1352,me sa iba: ??????????   me sa anak mo tita: ????????????,non-suicide,"me to others: ??????????   me to your daughter, aunt: ????????????",others daughter aunt
1353,1353,ano raw ang mas nakakatakot lolz syempre academic failure,non-suicide,what's scarier lolz of course academic failure,what scary lolz course academic failure
1354,1354,"“may nagugustuhan ka na ba sa room niyo?” oo, may gusto ng birahin",non-suicide,"""Do you like someone in your room?"" yes, someone wants to pull",like someone room yes someone want pull
1355,1355,"natawa lang ako, mababait po mga kablock ko??",non-suicide,"I just laughed, are my friends nice??",laugh friend nice
1356,1356,"yehey nakahanap ng tamang daddy ang mga pingu, panda at puppy ko",non-suicide,"yehey my pingu, panda and puppy found the right daddy",yehey pingu panda puppy find right daddy
1357,1357,ang hirap naman ng adulting huhuhu balik nyo ko sa pagkabataa,possible suicidal post,the difficulty of being an adult will take me back to childhood,difficulty adult take back childhood
1358,1358,good decision ba talags ns nasa bahay ako magrereview para board exam ko????  tangina hahahahaha,possible suicidal post,Is it really a good decision since I will be at home to review for my board exam????  only hahahahaha,really good decision since home review board exam only hahahahaha
1359,1359,ang hirap magrevieww sa bahayy huhuhu,possible suicidal post,it's hard to review at home huhuhu,hard review home huhuhu
1360,1360,ayaw na ayaw ko talaga sa ospital huhu,possible suicidal post,I really don't want to go to the hospital huhu,really not want go hospital huhu
1361,1361,bat sakto alas tres huhu bukas nalang hahahaha,possible suicidal post,It's exactly three o'clock tomorrow hahahaha,exactly three clock tomorrow hahahaha
1362,1362,"isa pa ngayong gabi, babalik na ko Iba",non-suicide,"one more tonight, I'll be back Iba",one more tonight back iba
1363,1363,want foods,non-suicide,want foods,want food
1364,1364,sakit,non-suicide,pain,pain
1365,1365,hirap maghanap ng dataset,non-suicide,hard to find a dataset,hard find dataset
1366,1366,"gusto ko pizza, chicken, fries, iced coffee??",non-suicide,"I want pizza, chicken, fries, iced coffee??",want pizza chicken fry ice coffee
1367,1367,Why did you replace meee????,possible suicidal post,Why did you replace meee????,why replace meee
1368,1368,Sana maging okay din ako balang araw,possible suicidal post,I hope I will be okay one day,hope okay one day
1369,1369,Piliin muna sarili for mental health,possible suicidal post,Choose to be sexually active for mental health,choose sexually active mental health
1370,1370,Midterm equals breakthrough again?,possible suicidal post,Midterm equals breakthrough again?,midterm equal breakthrough
1371,1371,I wonder whens my turn,possible suicidal post,I wonder whens my turn,wonder whens turn
1372,1372,want fries,non-suicide,want fries,want fry
1373,1373,nakakahilo ang init,non-suicide,the heat is dizzying,heat dizzy
1374,1374,"ikakamatay ko yang research, tas dagdag pa yang instructors",non-suicide,"The research will kill me, and the instructors will be added",research kill instructor add
1375,1375,makamatay ang init,non-suicide,the heat is deadly,heat deadly
1376,1376,hirap maging babae,non-suicide,it's hard to be a woman,hard woman
1377,1377,Sunset will always be my favorite goodbye.,possible suicidal post,Sunset will always be my favorite goodbye.,sunset always favorite goodbye
1378,1378,baka nga kinakausap lang tayo kasi alam nilang palage tayong available for them ??,possible suicidal post,maybe they are just talking to us because they know we are always available for them??,maybe talk u because know always available
1379,1379,Giving my life to you lord,possible suicidal post,Giving my life to you lord,give life lord
1380,1380,Give me some attention and love,possible suicidal post,Give me some attention and love,give attention love
1381,1381,Shattered emotions,possible suicidal post,Shattered emotions,shattered emotion
1382,1382,blue skiesss~,non-suicide,blue skiesss~,blue sky
1383,1383,love loveee,non-suicide,love loveee,love loveee
1384,1384,mukbangggg,non-suicide,mukbanggg,mukbanggg
1385,1385,"sakit ng likod ko naman, tumatanda na talaga hays",non-suicide,"My back hurts, I'm really getting old",back hurt really get old
1386,1386,last week naman na??,non-suicide,is it last week??,last week
1387,1387,I want you to stay but you disappeared,possible suicidal post,I want you to stay but you disappeared,want stay disappear
1388,1388,Broken tears falling,possible suicidal post,Broken tears falling,broken tear fall
1389,1389,Failure as a person,possible suicidal post,Failure as a person,failure person
1390,1390,Promises to be broken again,possible suicidal post,Promises to be broken again,promise break
1391,1391,I would not says a word to you again,possible suicidal post,I would not says a word to you again,not say word
1392,1392,talaga ba?,non-suicide,really?,really
1393,1393,konti pa keri pa to,non-suicide,Don't count,not count
1394,1394,makakagraduateeeeee!!!,non-suicide,can graduateeeee!!!,graduateeeee
1395,1395,bigat niyo,non-suicide,your weight,weight
1396,1396,jam lagdameo familiar yung surname nasa cls ba ito? need qna mag reread. Pero tanginamo Jam fuckyouuuuu,non-suicide,jam laggameo is the surname familiar is it in cls? need to reread. But tanginamo Jam fuckyouuuuu,jam laggameo surname familiar cl need reread tanginamo jam fuckyouuuuu
1397,1397,Sabi ko matutulog nako kaso pagpikit ko naalala ko mga pinagsisisihan ko dati,possible suicidal post,I said I'm going to sleep because when I close my eyes I remember the regrets I used to have,say go sleep because close eye remember regret use
1398,1398,I have fallen inlove on death.,possible suicidal post,I have fallen inlove on death.,fall inlove death
1399,1399,20 years later: I want to die,possible suicidal post,20 years later: I want to die,year later want die
1400,1400,I am the worst,possible suicidal post,I am the worst,bad
1401,1401,Frustrated,possible suicidal post,Frustrated,frustrate
1402,1402,lunes naba talaga bukas‚ baka april fools lang yan ah,non-suicide,"It's actually Monday tomorrow, maybe it's just April fools",actually monday tomorrow maybe april fool
1403,1403,me na binasa ang ud kahit umiikot ang mundo,non-suicide,I read the book even though the world is spinning,read book even though world spin
1404,1404,"after holy week, balik holy shit nanaman.",non-suicide,"after holy week, balik holy shit nanaman.",after holy week balik holy shit nanaman
1405,1405,ganda ko sa mirror niyo ky HAHAHAHAHAHA,non-suicide,I'm beautiful in your mirror HAHAHAHAHAHA,beautiful mirror hahahahahaha
1406,1406,curfew curfew??,non-suicide,curfew curfew??,curfew curfew
1407,1407,baon sa utang realquick HAHAHAHAHA,possible suicidal post,get out of debt realquick HAHAHAHAHA,get out debt realquick hahahahaha
1408,1408,tae ba ito ng buhay HAHAHAHA trial and error,possible suicidal post,Is this life's shit HAHAHAHA trial and error,life shit hahahaha trial error
1409,1409,hays potangina talaga hahahahaha,possible suicidal post,hey potangina really hahahahaha,hey potangina really hahahahaha
1410,1410,one of the most stupid decisions na nagawa ko sa buhay ko hshshshsh,possible suicidal post,one of the most stupid decisions I've ever made in my life hshshshsh,one most stupid decision ever make life hshshshsh
1411,1411,di ko masikmura sumabay umuwi sa inyo sa ganung pananalita nyo sa mama ko tangina nyo hahahahaha,possible suicidal post,I can't stomach going home with you when you talk to my mom like that hahahahaha,not stomach go home talk mom like hahahahaha
1412,1412,life is better kapag nagkaroon ako ng digicam,non-suicide,life is better when I have a digicam,life well digicam
1413,1413,"matitiis ko yung gutom, pero yung walang pera hindi",non-suicide,"I can tolerate hunger, but not money",tolerate hunger not money
1414,1414,"tama na ang pagtatalo sa tinola at sinigang, pero gets niyo ba ako dito???????? likeeee……",non-suicide,"It's okay to argue about tinola and rice porridge, but do you get me here???????? likeeee……",okay argue tinola rice porridge get likeeee
1415,1415,HAHAHAHAHAHAHA mga tirada mo ryuji eh no,non-suicide,"HAHAHAHAHAHAHAHA, your tirade, Ryuji, isn't it?",hahahahahahahaha tirade ryuji not
1416,1416,Reasons why I hate telling things dahil its either you have something negative to say o kaya naman ay papakealaman mo hahahahaha need lang ng guidance hindi ganiyan.,non-suicide,Reasons why I hate telling things because its either you have something negative to say or you will find out hahahahaha just need guidance not like that.,reason why hate tell thing because either something negative say find out hahahahaha need guidance not like
1417,1417,pano yung focus,possible suicidal post,what about the focus?,what focus
1418,1418,ang ingay sa bahay myghad,possible suicidal post,the noise in the house myghad,noise house myghad
1419,1419,"Kelan ka ba maiintindihan ng mga taong close minded, selfish at manipulative?? Kapag patay kana siguro may 25% chance lol",possible suicidal post,"When will close minded, selfish and manipulative people understand you?? When it's dead maybe there's a 25% chance lol",close minded selfish manipulative people understand dead maybe chance lol
1420,1420,"tangina nilulunok ko pride ko, gjnagawa ko lahat at binibigay ko yung dapat na para sakin lang kahit walang matira sakin tapos potangina tingin nyo sakin sino sino nalang??",possible suicidal post,"I'm just swallowing my pride, I'm doing everything and I'm giving what's supposed to be just for me even if I don't have anything left and then you look at me, who's who??",swallow pride everything give what suppose even not anything leave look who who
1421,1421,sabi ko sa inyo wag nyo ubusin pasensya ko e tangina hindi ako robot,possible suicidal post,"I told you not to consume it, I'm sorry, but I'm not a robot",tell not consume sorry not robot
1422,1422,tagal mag online ni mommy. sa kaniya nalang me magsabi bosit na bahay to,non-suicide,It's been a while since mommy has been online. I can only tell him that this is a boring house,since mommy online only tell boring house
1423,1423,my coping mechanism is touching my id lace when i’m walking alone.,non-suicide,my coping mechanism is touching my id lace when i’m walking alone.,cop mechanism touch id lace walk alone
1424,1424,mag rereview pala,non-suicide,review it,review
1425,1425,“enjoy your long weekend” ??????,non-suicide,“enjoy your long weekend” ??????,enjoy long weekend
1426,1426,may mga instructor talaga na hindi dapat naging guro,non-suicide,there are actually instructors who should not have become teachers,actually instructor who not become teacher
1427,1427,"buti na lang binigyan ako ng ugaling kapag hinayaan ako, hinahayaan ko din",possible suicidal post,"it's good that I was given the attitude when I let myself, I also let myself",good give attitude let also let
1428,1428,becoming more silent these days,possible suicidal post,becoming more silent these days,become more silent day
1429,1429,so tired po,possible suicidal post,so tired po,tired po
1430,1430,"u wont find the same person twice, not even in the same person.",possible suicidal post,"u wont find the same person twice, not even in the same person.",wont find person twice not even person
1431,1431,love >> anger,possible suicidal post,love >> anger,love anger
1432,1432,“pano mo nakuha sagot” trust your instincts lang,non-suicide,"""how did you get the answer"" just trust your instincts",how get answer trust instinct
1433,1433,stock knowledge + familiar to ah = bagsak.,non-suicide,stock knowledge + familiar to ah = bag.,stock knowledge familiar ah bag
1434,1434,narerealize ko na lang talaga na mali yung answer ko kapag tapos na,non-suicide,I only realized that my answer was wrong when it was over,only realize answer wrong over
1435,1435,grade conscious na tamad (me),non-suicide,grade conscious na tamad (me),grade conscious na tamad
1436,1436,ricky batumbakal baka gusto mong umuwi??,non-suicide,ricky batumbakal maybe you want to go home??,ricky batumbakal maybe want go home
1437,1437,Fck this world I'm out,possible suicidal post,Fck this world I'm out,fck world out
1438,1438,"OML did I seriously wait for a file whose download speed is just 50kbps to finish? What a patience you have, proud of you",possible suicidal post,"OML did I seriously wait for a file whose download speed is just 50kbps to finish? What a patience you have, proud of you",oml seriously wait file whose download speed kbps finish what patience proud
1439,1439,"As a character had said, we all make mistakes, what matters the most is what we do next, but in my opinion, your past still reflects who you are in some aspects and you can never erase that",possible suicidal post,"As a character had said, we all make mistakes, what matters the most is what we do next, but in my opinion, your past still reflects who you are in some aspects and you can never erase that",character say all make mistake what matter most what next opinion past still reflect who aspect never erase
1440,1440,My eyes are raining,possible suicidal post,My eyes are raining,eye rain
1441,1441,Need somebody to stitch my heart,possible suicidal post,Need somebody to stitch my heart,need somebody stitch heart
1442,1442,te j wala na akong pasok simula bukas ehem NJSD update cutiee,non-suicide,te j I'm off school starting tomorrow ahem NJSD update cutiee,te school start tomorrow ahem njsd update cutiee
1443,1443,"ikalma mo, kyla",non-suicide,"calm down, kyla",calm down kyla
1444,1444,tinanggal na pala ni ate j ibang hl niya sa ig??,non-suicide,It turns out that my sister has deleted her other hl on ig??,turn out sister delete hl ig
1445,1445,holding it together kasi di ko pa nakikitang magmakaawa at maghabol si ryuji ??,non-suicide,holding it together because I've never seen Ryuji beg and chase??,hold together because never see ryuji beg chase
1446,1446,akala nyo ba madali ibudget tong pasensya ko?,non-suicide,Do you think it's easy to budget for my patience?,think easy budget patience
1447,1447,grabe naman yung init jusmiyo sarap magbabad sa tubig lang hays,possible suicidal post,"It's really hot, you know, it's nice to just soak in the water",really hot know nice soak water
1448,1448,"wala ako sa mood makipagplastikan today, gusto ko lang matulog",possible suicidal post,"I'm not in the mood to do plastic surgery today, I just want to sleep",not mood plastic surgery today want sleep
1449,1449,tatay ko naman magsisimba nalang napakadami pang mga panget na  salitang lumalabas sa bibig hays,possible suicidal post,My father just goes to church and there are so many ugly words that come out of his mouth,father go church many ugly word come out mouth
1450,1450,anong sense?? nonsense lol,possible suicidal post,what sense?? nonsense lol,what sense nonsense lol
1451,1451,"Yung tatay ko halos hindi na makahinga kakaubo tapos ngayon nagyoyosi nalang amp, kahit kelan di talaga di makikita yung sakripisyo ng nanay ko.",possible suicidal post,"My father could hardly breathe because he was coughing and now he is just whispering, even when he will never really see the sacrifice of my mother.",father hardly breathe because cough whisper even never really see sacrifice mother
1452,1452,"nanghihina, wala na me pera",non-suicide,"weak, I have no money",weak no money
1453,1453,pogi panangga????,non-suicide,pogi shield????,pogi shield
1454,1454,natatanging paraan para magsitigil mga lonely people ba i2,non-suicide,unique way to stop lonely people i2,unique way stop lonely people
1455,1455,late na naman to bukas. Napaka aga,non-suicide,it's late again tomorrow. It's very early,late tomorrow very early
1456,1456,nag crave sa carbonara,non-suicide,craving for carbonara,crave carbonara
1457,1457,dnd me bye,possible suicidal post,dnd me bye,dnd bye
1458,1458,kpaYn,possible suicidal post,kpaYn,kpayn
1459,1459,hayss potangina nakagraduate nga pero wala parin naman kwenta :)),possible suicidal post,"Hey, Potangina has graduated but it's still useless :))",hey potangina graduate still useless
1460,1460,pressure,possible suicidal post,pressure,pressure
1461,1461,puro reklamo si tanga,possible suicidal post,the fool just complains,fool complains
1462,1462,dunno if lipat pa me huhu,non-suicide,dunno if lipat pa me huhu,dunno lipat pa huhu
1463,1463,sayang muntikan mag suntukan kanina,non-suicide,it's a shame we almost got into a fight earlier,shame almost get fight earlier
1464,1464,sarap tuloy mag post ng mga old pics,non-suicide,It's nice to keep posting old pics,nice keep post old pic
1465,1465,now lang me naka encounter backstabber na lalaki,non-suicide,I just now encountered a backstabber man,encounter backstabber man
1466,1466,"anlala ampota, lalakas mag tampo hui ilang months palang tayo magkakasama",non-suicide,"anlala ampota, we will be strong and tampo hui for a few months we will be together",anlala ampota strong tampo hui few month together
1467,1467,gusto ko peace of mind kaso life is full of shit talaga,possible suicidal post,I want peace of mind because life is really full of shit,want peace mind because life really full shit
1468,1468,everythings too much,possible suicidal post,everythings too much,everythings much
1469,1469,nakakapagod paulit ulit nalang,possible suicidal post,it's tiring over and over again,tire over over
1470,1470,but how can u really let go of that someone whos not even urs to hold in the first place?,possible suicidal post,but how can u really let go of that someone whos not even urs to hold in the first place?,how really let go someone whos not even urs hold first place
1471,1471,nothing could kill me like YOU do.,possible suicidal post,nothing could kill me like YOU do.,nothing kill like
1472,1472,stop na namimiss ko lang lalo si eren,non-suicide,I just stop missing Eren more,stop miss eren more
1473,1473,pointers to review ni nhel nakakalula huhu andami,non-suicide,pointers to nhel's review are so many,pointer nhel review many
1474,1474,papa literal na mang gugulat haahaha,non-suicide,Dad is literally going to be surprised hahaha,dad literally go surprised hahaha
1475,1475,ilang oras ko lang sinuot black shoes noong thurs di na maalis hapdi sa mga daliri ko sa paa,non-suicide,I only wore black shoes for a few hours last Thursday and the pain in my toes could not be removed,only wear black shoe few hour last thursday pain toe not remove
1476,1476,"Attitude now, habol later",non-suicide,"Attitude now, habol later",attitude habol later
1477,1477,"the process of trying so hard to carry urself back up agn, bcoz ure going thru the same shit uve thought ull never get to experience agn.",possible suicidal post,"the process of trying so hard to carry urself back up agn, bcoz ure going thru the same shit uve thought ull never get to experience agn.",process try hard carry urself back up agn bcoz ure go thru shit uve think ull never get experience agn
1478,1478,hurting them back will not heal ur pain,possible suicidal post,hurting them back will not heal ur pain,hurt back not heal ur pain
1479,1479,"siguro kaya ako binalik ni Lord sa same situation na naranasan ko before kasi tinestest niya if ganon parin ba gagawin ko sa dati, guess what? i did it again hahahaahhaha",possible suicidal post,"maybe the Lord brought me back to the same situation I experienced before because he was testing if I would still do the same as before, guess what? I did it again hahahahahaha",maybe lord bring back situation experience before because test still before guess what hahahahahaha
1480,1480,wala po talaga siyang character dev tanga parin po,possible suicidal post,"He doesn't really have a character dev, he's still stupid",not really character dev still stupid
1481,1481,hirap magfocus potaaaa,possible suicidal post,it's hard to focus,hard focus
1482,1482,"nag bibreakdown ako sa pinapanood ko, hindi ko naman mahinto pota ang ganda kac",non-suicide,"I had a breakdown when I was watching, I couldn't stop it was so beautiful",breakdown watch not stop beautiful
1483,1483,"kung yung pagiging grade conscious ko ay parang tanga sa inyo, sana hindi masarap ang ulam niyo??",non-suicide,"if my being grade conscious seems stupid to you, I hope your dish is not delicious??",grade conscious seem stupid hope dish not delicious
1484,1484,namiss ko tuloy ropa last s.y. kahit ganon ganon minsan hayyy,non-suicide,I missed clothes last s.y. even so so sometimes hayyy,miss clothes last even sometimes hayyy
1485,1485,motivated mag work out si be,non-suicide,motivated mag work out si be,motivate mag work out si
1486,1486,ginagahan lalo mag reviewwwww. Makapasa sa midterm chotiieeee,non-suicide,I especially love to reviewwwwwww. Pass the midterm chotiieeee,especially love reviewwww pas midterm chotiieeee
1487,1487,Tweeting to release my emotions,possible suicidal post,Tweeting to release my emotions,tweet release emotion
1488,1488,i’m very disappointed w/u self ??	,possible suicidal post,i’m very disappointed w/u self ??,very disappointed self
1489,1489,ngayon ako yung talo hahaha iyak,possible suicidal post,now I'm the loser hahaha cry,loser hahaha cry
1490,1490,bakit naman may kapatid akong bastos at walang utang na loob akala mo kung sino,possible suicidal post,why do you think I have a rude and ungrateful brother?,why think rude ungrateful brother
1491,1491,corner,possible suicidal post,corner,corner
1492,1492,me na wala pang cls 7-8 tapos gusto na bumili ng 9-10,non-suicide,I don't have cls 7-8 yet and want to buy 9-10,not cls yet want buy
1493,1493,ghosting phase manen?,non-suicide,ghosting phase manen?,ghost phase manen
1494,1494,ang active ko ngayon huiii,non-suicide,I'm active right now huiii,active right huiii
1495,1495,ayan na ang mga parcels iyak,non-suicide,there are the parcels cry,parcel cry
1496,1496,minsan na lang mag usap sa etits pa nauwi??,non-suicide,just talk to etits one more time??,talk etits one more time
1497,1497,"ano ba aasahan ko sa kapatid ko?? kasi gago nauubos pasensya ko, di man lang aware pota",possible suicidal post,"what can I expect from my brother?? because I'm running out of patience, I'm not even aware of it",what expect brother because run out patience not even aware
1498,1498,pano si mama pag wala ako??!!!,possible suicidal post,what about mom when I'm not there??!!!,what mom not
1499,1499,tatay ko talaga e haha,possible suicidal post,It's really my dad haha,really dad haha
1500,1500,walang uusad sa pamilya namin kapag laging ganito,possible suicidal post,nothing will progress in our family if it's always like this,nothing progress family always like
1501,1501,hays potangina,possible suicidal post,hay potangina,hay potangina
1502,1502,done na isang project and hw na hindi maintindihan instruction,non-suicide,done that is a project and hw that doesn't understand instruction,do project hw not understand instruction
1503,1503,now lang me naka encounter backstabber na lalaki,non-suicide,I just now encountered a backstabber man,encounter backstabber man
1504,1504,someone messaged me sa ngl asking whos my crush sa classmates namin. hahahahaha nakaka offend charottt WALAAAAA,non-suicide,someone messaged me in ngl asking who is my crush among our classmates. hahahahaha it offends charottt WALAAAAA,someone message ngl ask who crush among classmate hahahahaha offend charottt walaaaaa
1505,1505,"Please, Lady of the Light. Stop the time so we can spend more and more time with each other. So I can love you longer.  Please, baby.",non-suicide,"Please, Lady of the Light. Stop the time so we can spend more and more time with each other. So I can love you longer.  Please, baby.",please lady light stop time spend more more time love long please baby
1506,1506,delete mo na messenger mo te,non-suicide,delete for na messenger for the,delete na messenger
1507,1507,di ko na alam,possible suicidal post,I don't know,not know
1508,1508,pano,possible suicidal post,here,
1509,1509,pagod much,possible suicidal post,very tired,very tired
1510,1510,"lord ikaw na magpatino, di na kaya ng powers ko, kapagod maging ate/magulang sa gago na kapatid",possible suicidal post,"Lord, please come to your senses, my powers can't take it anymore, I'm tired of being a sister/parent to a foolish brother",lord please come sens power not take anymore tire sister parent foolish brother
1511,1511,"tingin ko, pwede na",possible suicidal post,I think it's okay,think okay
1512,1512,hahahaha may mga inaanak na pala ako??,non-suicide,hahahaha I already have children??,hahahaha already child
1513,1513,"Rise up into my world, renew your definition~",non-suicide,"Rise up into my world, renew your definition~",rise up world renew definition
1514,1514,The worst indeed,non-suicide,The worst indeed,bad indeed
1515,1515,Attending 4pm F2F class be such a drag,non-suicide,Attending 4pm F2F class be such a drag,attend pm class drag
1516,1516,"And suddenly, a once cringe song now is music once more because it reminds me of the time you sang it",non-suicide,"And suddenly, a once cringe song now is music once more because it reminds me of the time you sang it",suddenly once cringe song music once more because remind time sing
1517,1517,Halaaa when po?,possible suicidal post,Halaaa when night?,halaaa night
1518,1518,sorry not sorry,possible suicidal post,sorry not sorry,sorry not sorry
1519,1519,opinion,possible suicidal post,opinion,opinion
1520,1520,I’m losing my self,possible suicidal post,I’m losing my self,lose self
1521,1521,Lost respect to my selffff,possible suicidal post,Lost respect to my selffff,lose respect selffff
1522,1522,So paano gumamit ng restroom sa Starbucks? Bakit naman may pacustomer code pa tapos ayaw pa rin naman magbukas ng ilaw ??????,non-suicide,So how to use the restroom at Starbucks? Why is there a customer code and then it still doesn't want to turn on the light??????,how use restroom starbucks why customer code still not want turn light
1523,1523,"Lahat na naiwan ko, mapa wallet, shoulder bag, tapos ngayon yung pinaschool bag ko na rin ??????",non-suicide,"Everything I left behind, map wallet, shoulder bag, and now my school bag too??????",everything leave behind map wallet shoulder bag school bag
1524,1524,If only youd teach me how to become exactly like you,non-suicide,If only youd teach me how to become exactly like you,only youd teach how become exactly like
1525,1525,"It went down and down then all the way up then down again, still, Im happy with how it went",non-suicide,"It went down and down then all the way up then down again, still, Im happy with how it went",go down down all way up down still im happy how go
1526,1526,"For the first time, nakampante akong di ako bagsak sa Prelim sa Diff Eq, barely but surely BAHAHAHAHA",non-suicide,"For the first time, I was satisfied that I didn't fail the Prelim in Diff Eq, barely but surely BAHAHAHAHAHA",first time satisfied not fail prelim diff eq barely surely bahahahahaha
1527,1527,hirap naman maging bobo iyakin ng alas tres,possible suicidal post,it's hard to be stupid and cry at three o'clock,hard stupid cry three clock
1528,1528,kaumayan,possible suicidal post,kaumayan,kaumayan
1529,1529,kaantok hays,possible suicidal post,sleepy hays,sleepy hay
1530,1530,kayaaaaaaaaaa,possible suicidal post,soaaaaaaaa,soaaaaaaaa
1531,1531,wala nanaman natira for myself pero goods lang basta okay sila:)),possible suicidal post,I didn't have anything left for myself but only goods as long as they were okay:)),not anything leave only good long okay
1532,1532,"So this is what they call butterflies in your stomach, bruh",non-suicide,"So this is what they call butterflies in your stomach, bruh",what call butterfly stomach bruh
1533,1533,All I needed was a single search in order to confirm something,non-suicide,All I needed was a single search in order to confirm something,all need single search order confirm something
1534,1534,Most especially if its repetitive ??  - Mushoku Tensei Episode 12,non-suicide,Most especially if its repetitive ??  - Mushoku Tensei Episode 12,most especially repetitive mushoku tensei episode
1535,1535,Twice today WTH,non-suicide,Twice today WTH,twice today wth
1536,1536,"Against all odds, well prevail as we always do",non-suicide,"Against all odds, well prevail as we always do",against all odds well prevail always
1537,1537,I live in a constant state of fear and misery.,possible suicidal post,I live in a constant state of fear and misery.,live constant state fear misery
1538,1538,Halos lahat ng napagusapan namin pumasok sa panaginip ko,possible suicidal post,Almost everything we talked about entered my dreams,almost everything talk enter dream
1539,1539,kala nyo masaya ako sobrang lungkot ko ngayon,possible suicidal post,when you were happy i am so sad now,happy sad
1540,1540,theyre gonna crucify me anyway,possible suicidal post,theyre gonna crucify me anyway,theyre gon na crucify anyway
1541,1541,petting accepted,possible suicidal post,petting accepted,petting accept
1542,1542,Its struggling to get used to it or treasuring every second of it,non-suicide,Its struggling to get used to it or treasuring every second of it,struggle get use treasure every second
1543,1543,"Im afraid it has started again, yet Im relieved it did",non-suicide,"Im afraid it has started again, yet Im relieved it did",im afraid start yet im relieve
1544,1544,"Youre still my best, afterall",non-suicide,"Youre still my best, afterall",youre still best afterall
